budget_,impressions_itp_Brand Awareness,impressions_itp_Link Clicks,impressions_itp_Post Engagement,impressions_itp_Reach,impressions_itp_Video Views,reach_itp_Brand Awareness,reach_itp_Link Clicks,reach_itp_Post Engagement,reach_itp_Reach,reach_itp_Video Views,reach_lower_bound_pct_ipt_Brand Awareness,reach_lower_bound_pct_ipt_Link Clicks,reach_lower_bound_pct_ipt_Post Engagement,reach_lower_bound_pct_ipt_Reach,reach_lower_bound_pct_ipt_Video Views,reach_upper_bound_pct_ipt_Brand Awareness,reach_upper_bound_pct_ipt_Link Clicks,reach_upper_bound_pct_ipt_Post Engagement,reach_upper_bound_pct_ipt_Reach,reach_upper_bound_pct_ipt_Video Views,frequency_itp_Brand Awareness,frequency_itp_Link Clicks,frequency_itp_Post Engagement,frequency_itp_Reach,frequency_itp_Video Views,weekly_freq_itp_Brand Awareness,weekly_freq_itp_Link Clicks,weekly_freq_itp_Post Engagement,weekly_freq_itp_Reach,weekly_freq_itp_Video Views,cpm_itp_Brand Awareness,cpm_itp_Link Clicks,cpm_itp_Post Engagement,cpm_itp_Reach,cpm_itp_Video Views
560528,551154676.7,558098563.8,541321875.8,567388022.3,309064192.8,85550723.83,85608608.17,83839590.9,86856316.37,61246865.35,0.832205485,0.832768562,0.815560223,0.844905801,0.595786628,0.978841234,0.979503526,0.959263054,0.993779364,0.70076505,6.442421868,6.519178833,6.456631399,6.532486455,5.046193227,1.610605467,1.629794708,1.61415785,1.633121614,1.261548307,1.011257511,1.002025887,1.035468748,0.969472533,1.807598637
570528,554334159.8,560745193.6,543688819.4,570884160.2,313141110.1,85795208.83,85830973.51,84064642.91,87131776.19,61685132.19,0.834583743,0.834931649,0.817749445,0.847585371,0.600049924,0.981638545,0.982047752,0.96183802,0.996931078,0.705779544,6.461121422,6.533124716,6.467502168,6.551953892,5.076431793,1.615280355,1.633281179,1.616875542,1.637988473,1.269107948,1.028758536,1.017428333,1.047362122,0.992810963,1.821941241
580528,556783782.5,563002032.4,545735054.9,573658560.8,316563238.5,85982304.48,86020577.74,84258107.63,87349652.05,62051677.4,0.83640374,0.836776048,0.819631397,0.849704786,0.603615539,0.983779227,0.984217137,0.964051575,0.999423936,0.709973426,6.475552776,6.544961597,6.476938047,6.567373354,5.101600263,1.618888194,1.636240399,1.619234512,1.641843338,1.275400066,1.042626107,1.031112929,1.058071633,1.011952563,1.83383995
590528,559111000,565181098.7,547930756.8,,318461497.4,86158693.69,86203577.12,84464158.56,,62255000.39,0.838119588,0.838556198,0.821635784,,0.605593389,0.985797411,0.986310951,0.966409137,,0.712299776,6.489310063,6.556348407,6.48713359,,5.115431587,1.622327516,1.639087102,1.621783398,,1.278857897,1.056178338,1.044836606,1.070100309,,1.840328263
600528,558768681,564779468.6,550193163.1,,323091769.2,86133004.61,86169865.83,84675210.34,,62746778.91,0.837869695,0.838228267,0.823688817,,0.610377227,0.985503485,0.985925238,0.968823917,,0.717926532,6.487275173,6.554256797,6.497683461,,5.14912479,1.621818793,1.638564199,1.624420865,,1.287281197,1.05410915,1.042244707,1.082922429,,1.856544355
610528,562422323.8,567922540.7,552538968.3,,326573742.6,86406387.73,86433635.35,84893488.56,,63110495.24,0.840529064,0.840794118,0.825812146,,0.613915323,0.988631439,0.988943196,0.971321379,,0.722088046,6.509026973,6.570613726,6.50860878,,5.174627575,1.627256743,1.642653432,1.627152195,,1.293656894,1.076483509,1.06265704,1.096382183,,1.869488658
620528,,571137554.5,554955787.1,,328694454.2,,86703013.49,85117199.67,,63332018.39,,0.843414528,0.827988324,,0.616070218,,0.992025326,0.973881003,,0.724622636,,6.587277662,6.519895982,,5.190011899,,1.646819416,1.629973995,,1.297502975,,1.084495532,1.110711305,,1.877233621
630528,,573292711.5,557441650.5,,333073351.3,,86883161.89,85346411.52,,63789238.83,,0.845166944,0.830218011,,0.620517887,,0.99408652,0.976503564,,0.729853991,,6.59842598,6.531511877,,5.221454821,,1.649606495,1.632877969,,1.305363705,,1.099818292,1.125741582,,1.893049687
640528,,575174568.4,560012316.8,,334451328.5,,87040154.84,85582092.98,,63932798.09,,0.846694113,0.832510632,,0.621914378,,0.995882778,0.979200149,,0.731496546,,6.608151836,6.543561871,,5.231292056,,1.652037959,1.635890468,,1.307823014,,1.113623366,1.141768467,,1.898185313
650528,,575914701.3,562358714.9,,339315313.5,,87101859.76,85796099.77,,64437839.9,,0.847294356,0.83459241,,0.626827236,,0.996588784,0.981648739,,0.737275056,,6.611961002,6.55458839,,5.265765663,,1.65299025,1.638647097,,1.316441416,,1.119069137,1.15676883,,1.917166805
660528,,,564420745.1,,340435785.7,,,85983220.81,,64554181.81,,,0.836412654,,0.627958967,,,0.983789712,,0.738606199,,,6.564306618,,5.273643631,,,1.641076654,,1.318410908,,,1.170261412,,1.921475559
670528,,,566422118.4,,345488810.4,,,86163548.68,,65078053.3,,,0.838166816,,0.633054993,,,0.98585296,,0.744600152,,,6.573798691,,5.308825964,,,1.643449673,,1.327206491,,,1.183787156,,1.940797455
680528,,,566222610.1,,346629533.2,,,86145700.98,,65195559.03,,,0.8379932,,0.634198045,,,0.985648753,,0.745944611,,,6.572846648,,5.316763726,,,1.643211662,,1.329190932,,,1.18240887,,1.945376128
690528,,,569203271.8,,351433008.3,,,86411584.67,,65688732.37,,,0.840579617,,0.638995451,,,0.9886909,,0.751587327,,,6.587111593,,5.349963204,,,1.646777898,,1.337490801,,,1.203189327,,1.964880825
700528,,,,,353028176.6,,,,,65852508.48,,,,,0.640588604,,,,,0.753461195,,,,,5.360885629,,,,,1.340221407,,,,,1.971248462
710528,,,,,357271312.6,,,,,66282362.43,,,,,0.644770063,,,,,0.758379433,,,,,5.390133884,,,,,1.347533471,,,,,1.988754358
720528,,,,,359915225.8,,,,,66546132.74,,,,,0.647335922,,,,,0.7613974,,,,,5.40849552,,,,,1.35212388,,,,,2.000051031
730528,,,,,361309081.2,,,,,66685190.91,,,,,0.648688628,,,,,0.762988454,,,,,5.418126074,,,,,1.354531519,,,,,2.0059501
740528,,,,,365739217.8,,,,,67125333.93,,,,,0.652970174,,,,,0.768024416,,,,,5.448594221,,,,,1.362148555,,,,,2.024733832
750528,,,,,368442110.4,,,,,67388535.51,,,,,0.655530501,,,,,0.771035875,,,,,5.467418511,,,,,1.366854628,,,,,2.037016791
760528,,,,,370296750.1,,,,,67569136.13,,,,,0.657287316,,,,,0.773102244,,,,,5.48025481,,,,,1.370063703,,,,,2.045346771
770528,,,,,371926533.6,,,,,67727840.76,,,,,0.658831136,,,,,0.774918086,,,,,5.491484188,,,,,1.372871047,,,,,2.052605281
780528,,,,,376433122.7,,,,,68162681.18,,,,,0.663061101,,,,,0.779893377,,,,,5.522564278,,,,,1.380641069,,,,,2.073477367
790528,,,,,379000335.1,,,,,68408056.68,,,,,0.665448022,,,,,0.782700877,,,,,5.540278548,,,,,1.385069637,,,,,2.085811647
800528,,,,,381567546.3,,,,,68653432.08,,,,,0.667834942,,,,,0.785508376,,,,,5.557868706,,,,,1.389467176,,,,,2.097983297
810528,,,,,383752190.8,,,,,68861258.89,,,,,0.669856604,,,,,0.787886257,,,,,5.572819974,,,,,1.393204993,,,,,2.108728864
820528,,,,,385784689.8,,,,,69053374.72,,,,,0.671725435,,,,,0.790084379,,,,,5.58675038,,,,,1.396687595,,,,,2.119265538
830528,,,,,387823368.5,,,,,69245962.62,,,,,0.673598858,,,,,0.792287902,,,,,5.600655247,,,,,1.400163812,,,,,2.12978259
840528,,,,,389898605.9,,,,,69441845.63,,,,,0.675504335,,,,,0.794529126,,,,,5.614743181,,,,,1.403685795,,,,,2.140439158
850528,,,,,392126470.1,,,,,69650881.4,,,,,0.677537757,,,,,0.79692084,,,,,5.629878507,,,,,1.407469627,,,,,2.152254645
860528,,,,,394409340.8,,,,,69862410.62,,,,,0.679595434,,,,,0.799341083,,,,,5.645509,,,,,1.41137725,,,,,2.165290485
870528,,,,,396692211.5,,,,,70073939.84,,,,,0.681653111,,,,,0.801761325,,,,,5.661045128,,,,,1.415261282,,,,,2.178176291
880528,,,,,398975082.2,,,,,70285469.06,,,,,0.683710789,,,,,0.804181568,,,,,5.676487743,,,,,1.419121936,,,,,2.190914639
890528,,,,,401257953,,,,,70496998.28,,,,,0.685768466,,,,,0.806601811,,,,,5.691837686,,,,,1.422959422,,,,,2.203508043
900528,,,,,403540823.7,,,,,70708527.51,,,,,0.687826143,,,,,0.809022054,,,,,5.707095791,,,,,1.426773948,,,,,2.215958966
910528,,,,,405823696.2,,,,,70920056.9,,,,,0.689883822,,,,,0.811442299,,,,,5.722262889,,,,,1.430565722,,,,,2.228269824
920528,,,,,408303998.9,,,,,71148160.78,,,,,0.692102731,,,,,0.814052183,,,,,5.738775702,,,,,1.434693925,,,,,2.241997813
930528,,,,,410884451.8,,,,,71380244.21,,,,,0.694360352,,,,,0.8167076,,,,,5.756265996,,,,,1.439066499,,,,,2.257662268
940528,,,,,413465823.5,,,,,71612373.18,,,,,0.696618416,,,,,0.819363538,,,,,5.773653036,,,,,1.443413259,,,,,2.273149325
950528,,,,,415713458.1,,,,,71814490.92,,,,,0.698584542,,,,,0.821676097,,,,,5.78870147,,,,,1.447175367,,,,,2.286478913
960528,,,,,417823859.8,,,,,72004268.02,,,,,0.700430623,,,,,0.82384746,,,,,5.802755128,,,,,1.450688782,,,,,2.298865667
970528,,,,,419934260.9,,,,,72194045.12,,,,,0.702276704,,,,,0.826018823,,,,,5.816735791,,,,,1.454183948,,,,,2.3111294
980528,,,,,422035122,,,,,72382686.5,,,,,0.704111736,,,,,0.828177191,,,,,5.830603783,,,,,1.457650946,,,,,2.323324024
990528,,,,,421782898.5,,,,,72360246.97,,,,,0.703893453,,,,,0.827920446,,,,,5.828930442,,,,,1.45723261,,,,,2.321794026
1000528,,,,,424590388.5,,,,,72609456.44,,,,,0.70631767,,,,,0.830771813,,,,,5.847583386,,,,,1.461895847,,,,,2.339007347
1010528,,,,,427431447.6,,,,,72858837.23,,,,,0.708743553,,,,,0.83362514,,,,,5.866558809,,,,,1.466639702,,,,,2.357271603
1020528,,,,,429976223.8,,,,,73082211.01,,,,,0.71091645,,,,,0.836180904,,,,,5.883448137,,,,,1.470862034,,,,,2.373431304
1030528,,,,,431941710,,,,,73254736.26,,,,,0.712594711,,,,,0.838154877,,,,,5.896425225,,,,,1.474106306,,,,,2.385787503
1040528,,,,,433907195.6,,,,,73427261.49,,,,,0.714272972,,,,,0.84012885,,,,,5.909344289,,,,,1.477336072,,,,,2.39803711
1050528,,,,,433989140.6,,,,,73434454.41,,,,,0.714342942,,,,,0.840211149,,,,,5.909880102,,,,,1.477470025,,,,,2.398542696
1060528,,,,,436901318.1,,,,,73689594.07,,,,,0.716824845,,,,,0.843130367,,,,,5.92893201,,,,,1.482233002,,,,,2.416748469
1070528,,,,,439646379.7,,,,,73927992.29,,,,,0.719143894,,,,,0.845858035,,,,,5.94694281,,,,,1.486735702,,,,,2.434952121
1080528,,,,,441480216.2,,,,,74086417.12,,,,,0.720684991,,,,,0.847670676,,,,,5.958982728,,,,,1.489745682,,,,,2.447497122
1090528,,,,,441117905.3,,,,,74055117.14,,,,,0.720380517,,,,,0.847312553,,,,,5.956613957,,,,,1.489153489,,,,,2.445038738
1100528,,,,,444167814.5,,,,,74318598.29,,,,,0.722943563,,,,,0.850327212,,,,,5.976527039,,,,,1.49413176,,,,,2.465678921
1110528,,,,,446981725.3,,,,,74561691.57,,,,,0.725308284,,,,,0.853108599,,,,,5.994779507,,,,,1.498694877,,,,,2.484482328
1120528,,,,,448815561.9,,,,,74720116.4,,,,,0.726849381,,,,,0.85492124,,,,,6.006615734,,,,,1.501653933,,,,,2.496619477
1130528,,,,,448433797.6,,,,,74687135.86,,,,,0.726528559,,,,,0.854543889,,,,,6.004161844,,,,,1.501040461,,,,,2.494112834
1140528,,,,,451598319.1,,,,,74960182.76,,,,,0.729184657,,,,,0.857667995,,,,,6.024499351,,,,,1.506124838,,,,,2.515473295
1150528,,,,,454098823.4,,,,,75175163.18,,,,,0.731275906,,,,,0.860127725,,,,,6.040533097,,,,,1.510133274,,,,,2.533628962
1160528,,,,,455812878.7,,,,,75322486.39,,,,,0.732709012,,,,,0.861813345,,,,,6.05148237,,,,,1.512870592,,,,,2.546057134
1170528,,,,,456267782.1,,,,,75361585.39,,,,,0.733089352,,,,,0.862260702,,,,,6.054373374,,,,,1.513593343,,,,,2.549323093
1180528,,,,,459240988.4,,,,,75617132.76,,,,,0.735575221,,,,,0.865184585,,,,,6.073229178,,,,,1.518307294,,,,,2.570583681
1190528,,,,,460955042.7,,,,,75764455.9,,,,,0.737008326,,,,,0.866870205,,,,,6.08404845,,,,,1.521012112,,,,,2.582730193
1200528,,,,,460943082,,,,,75763427.88,,,,,0.736998326,,,,,0.866858443,,,,,6.08397328,,,,,1.52099332,,,,,2.582646138
1210528,,,,,464230482.8,,,,,76045184.92,,,,,0.739739153,,,,,0.870082207,,,,,6.104655566,,,,,1.526163891,,,,,2.606525069
1220528,,,,,465921546.3,,,,,76189303.78,,,,,0.741141087,,,,,0.871731164,,,,,6.115308383,,,,,1.528827096,,,,,2.619585351
1230528,,,,,465985106.5,,,,,76194708.5,,,,,0.741193662,,,,,0.871793003,,,,,6.115708078,,,,,1.528927019,,,,,2.620085441
1240528,,,,,469096933.6,,,,,76459317.16,,,,,0.743767677,,,,,0.874820562,,,,,6.135238215,,,,,1.533809554,,,,,2.644477221
1250528,,,,,470684626.2,,,,,76594323.8,,,,,0.745080971,,,,,0.876365261,,,,,6.145159901,,,,,1.536289975,,,,,2.656819787
1260528,,,,,471145349.2,,,,,76633500.56,,,,,0.745462068,,,,,0.876813508,,,,,6.14802534,,,,,1.537006335,,,,,2.660368898
1270528,,,,,473796489.9,,,,,76857463.88,,,,,0.747640699,,,,,0.879376017,,,,,6.164602809,,,,,1.541150702,,,,,2.681564185
1280528,,,,,473157616.8,,,,,76804248.23,,,,,0.747123037,,,,,0.878767142,,,,,6.160562372,,,,,1.540140593,,,,,2.676060118
1290528,,,,,476738489.6,,,,,77102224.2,,,,,0.750021636,,,,,0.882176478,,,,,6.183189261,,,,,1.545797315,,,,,2.706964232
1300528,,,,,478201573.6,,,,,77223747.84,,,,,0.751203773,,,,,0.883566909,,,,,6.192413158,,,,,1.54810329,,,,,2.719615395
1310528,,,,,478918281.4,,,,,77283277.53,,,,,0.751782855,,,,,0.884248027,,,,,6.196909977,,,,,1.549227494,,,,,2.725755184
1320528,,,,,481109882,,,,,77464941.19,,,,,0.753550012,,,,,0.886326558,,,,,6.210671594,,,,,1.552667898,,,,,2.744732931
1330528,,,,,481156468.5,,,,,77468779.19,,,,,0.753587346,,,,,0.886370471,,,,,6.210964817,,,,,1.552741204,,,,,2.745149267
1340528,,,,,483912346.4,,,,,77695147.39,,,,,0.755789371,,,,,0.888960496,,,,,6.228337675,,,,,1.557084419,,,,,2.77015999
1350528,,,,,483556139.3,,,,,77666104.9,,,,,0.755506857,,,,,0.888628203,,,,,6.226083535,,,,,1.556520884,,,,,2.766804523
1360528,,,,,486637851.8,,,,,77917364.85,,,,,0.75795102,,,,,0.89150303,,,,,6.24555338,,,,,1.561388345,,,,,2.795741513
1370528,,,,,486005325.7,,,,,77865793.38,,,,,0.757449352,,,,,0.890912968,,,,,6.241572281,,,,,1.56039307,,,,,2.789846276
1380528,,,,,489344562,,,,,78137773.81,,,,,0.760095076,,,,,0.894024872,,,,,6.262575835,,,,,1.565643959,,,,,2.821146314
1390528,,,,,488505708.7,,,,,78069600.92,,,,,0.759431916,,,,,0.893244862,,,,,6.257306919,,,,,1.56432673,,,,,2.813185701
1400528,,,,,491978229.2,,,,,78351154.71,,,,,0.762170766,,,,,0.896466301,,,,,6.279133827,,,,,1.569783457,,,,,2.846693838
1410528,,,,,491134839.5,,,,,78283121.87,,,,,0.761508968,,,,,0.895687893,,,,,6.273824237,,,,,1.568456059,,,,,2.838259608
1420528,,,,,494551866.8,,,,,78558759.6,,,,,0.764190268,,,,,0.898841643,,,,,6.295301004,,,,,1.573825251,,,,,2.872321112
1430528,,,,,493791487.7,,,,,78497422.92,,,,,0.763593608,,,,,0.89813985,,,,,6.290539676,,,,,1.572634919,,,,,2.864797196
1440528,,,,,497110224.8,,,,,78765123.13,,,,,0.766197696,,,,,0.901202782,,,,,6.311288516,,,,,1.577822129,,,,,2.897771561
1450528,,,,,496483313.7,,,,,78714558.34,,,,,0.76570582,,,,,0.900624237,,,,,6.307383483,,,,,1.576845871,,,,,2.891482215
1460528,,,,,499621692.6,,,,,78967677.23,,,,,0.768168066,,,,,0.903520334,,,,,6.326904186,,,,,1.581726047,,,,,2.92323612
1470528,,,,,499235291.4,,,,,78936517.14,,,,,0.767864953,,,,,0.903163812,,,,,6.324509657,,,,,1.581127414,,,,,2.919242081
1480528,,,,,502091940.3,,,,,79166882.49,,,,,0.770105861,,,,,0.905799571,,,,,6.342187991,,,,,1.585546998,,,,,2.948690678
1490528,,,,,501996895.1,,,,,79159217.87,,,,,0.770031302,,,,,0.905711875,,,,,6.341602129,,,,,1.585400532,,,,,2.947718441
1500528,,,,,504546836.4,,,,,79364800.86,,,,,0.772031137,,,,,0.908064083,,,,,6.357305108,,,,,1.589326277,,,,,2.973986688
1510528,,,,,504808619.6,,,,,79385889.33,,,,,0.772236278,,,,,0.90830537,,,,,6.358911965,,,,,1.589727991,,,,,2.976748185
1520528,,,,,506945229.5,,,,,79557982.5,,,,,0.773910336,,,,,0.910274399,,,,,6.372017192,,,,,1.593004298,,,,,2.999375853
1530528,,,,,507675760.1,,,,,79616779.31,,,,,0.774482289,,,,,0.910947132,,,,,6.376481745,,,,,1.594120436,,,,,3.007264426
1540528,,,,,509298144.2,,,,,79747334.91,,,,,0.775752285,,,,,0.912440903,,,,,6.386395668,,,,,1.596598917,,,,,3.024800984
1550528,,,,,510454025.1,,,,,79840077.19,,,,,0.776654447,,,,,0.913502027,,,,,6.393445494,,,,,1.598361374,,,,,3.037509702
1560528,,,,,509438564.1,,,,,79758601.52,,,,,0.775861882,,,,,0.912569811,,,,,6.387252102,,,,,1.596813025,,,,,3.026344877
1570528,,,,,512725882.1,,,,,80021811.25,,,,,0.778422288,,,,,0.915581364,,,,,6.407317114,,,,,1.601829279,,,,,3.063059343
1580528,,,,,512495263.6,,,,,80003450.2,,,,,0.778243679,,,,,0.915371284,,,,,6.405906559,,,,,1.60147664,,,,,3.060375293
1590528,,,,,514933286,,,,,80197491.75,,,,,0.780131243,,,,,0.917591439,,,,,6.420809412,,,,,1.605202353,,,,,3.08878166
1600528,,,,,515603885.9,,,,,80250784.07,,,,,0.78064965,,,,,0.918201191,,,,,6.424897404,,,,,1.606224351,,,,,3.096633893
1610528,,,,,514509666.8,,,,,80163826.88,,,,,0.779803763,,,,,0.917206257,,,,,6.418227019,,,,,1.604556755,,,,,3.08382139
1620528,,,,,518170980.6,,,,,80454176.38,,,,,0.782628175,,,,,0.920528334,,,,,6.440562665,,,,,1.610140666,,,,,3.127359775
1630528,,,,,517741158.6,,,,,80420275.19,,,,,0.782298397,,,,,0.920140448,,,,,6.437935689,,,,,1.609483922,,,,,3.122047964
1640528,,,,,520263028.6,,,,,80619121.91,,,,,0.784232703,,,,,0.922415582,,,,,6.453339346,,,,,1.613334837,,,,,3.153242778
1650528,,,,,521013787.8,,,,,80678235.52,,,,,0.784807739,,,,,0.92309194,,,,,6.457911898,,,,,1.614477975,,,,,3.162569878
1660528,,,,,519976333.3,,,,,80596547.96,,,,,0.784013112,,,,,0.922157299,,,,,6.451593208,,,,,1.612898302,,,,,3.149681002
1670528,,,,,523347131.6,,,,,80861595.15,,,,,0.786591393,,,,,0.925189876,,,,,6.472125396,,,,,1.618031349,,,,,3.191968899
1680528,,,,,523336028.4,,,,,80860725.66,,,,,0.786582934,,,,,0.925179927,,,,,6.472057744,,,,,1.618014436,,,,,3.191825597
1690528,,,,,525353371.1,,,,,81018683.89,,,,,0.788119493,,,,,0.92698723,,,,,6.484345955,,,,,1.621086489,,,,,3.217877198
1700528,,,,,526345669.4,,,,,81096268.18,,,,,0.788874204,,,,,0.927874922,,,,,6.49037046,,,,,1.622592615,,,,,3.230775764
1710528,,,,,525741170.2,,,,,81049004.53,,,,,0.788414441,,,,,0.927334148,,,,,6.486700386,,,,,1.621675096,,,,,3.222918074
1720528,,,,,528321792.3,,,,,81250684.98,,,,,0.790376313,,,,,0.929641705,,,,,6.50236152,,,,,1.62559038,,,,,3.256566351
1730528,,,,,529187365.8,,,,,81318182.79,,,,,0.791032906,,,,,0.930413991,,,,,6.507603651,,,,,1.626900913,,,,,3.268024675
1740528,,,,,528214106,,,,,81242287.55,,,,,0.790294626,,,,,0.929545624,,,,,6.501709345,,,,,1.625427336,,,,,3.255140816
1750528,,,,,531228521.4,,,,,81477167.59,,,,,0.792579451,,,,,0.932233039,,,,,6.519960335,,,,,1.629990084,,,,,3.295211198
1760528,,,,,531720825,,,,,81515413.82,,,,,0.792951496,,,,,0.932670639,,,,,6.52293792,,,,,1.63073448,,,,,3.301857012
1770528,,,,,530767173.4,,,,,81441326.23,,,,,0.7922308,,,,,0.931822955,,,,,6.517169978,,,,,1.629292495,,,,,3.288983265
1780528,,,,,534073955.2,,,,,81697992.5,,,,,0.794727554,,,,,0.93475964,,,,,6.537164961,,,,,1.63429124,,,,,3.333821739
1790528,,,,,534335759.7,,,,,81718252.22,,,,,0.794924632,,,,,0.934991444,,,,,6.538746602,,,,,1.634686651,,,,,3.337424013
1800528,,,,,533401077.5,,,,,81645921.93,,,,,0.79422103,,,,,0.934163867,,,,,6.533099899,,,,,1.633274975,,,,,3.324563343
1810528,,,,,536844951.5,,,,,81911878.36,,,,,0.796808155,,,,,0.937206846,,,,,6.553923941,,,,,1.638480985,,,,,3.372492045
1820528,,,,,537077487,,,,,81929715.89,,,,,0.796981672,,,,,0.937410937,,,,,6.555334083,,,,,1.638833521,,,,,3.375847543
1830528,,,,,536179458.5,,,,,81860829.14,,,,,0.796311568,,,,,0.936622759,,,,,6.549888259,,,,,1.637472065,,,,,3.362888949
1840528,,,,,539516957.7,,,,,82116542.87,,,,,0.798799055,,,,,0.939548545,,,,,6.570128872,,,,,1.642532218,,,,,3.411395697
1850528,,,,,539946759.4,,,,,82149335.04,,,,,0.799118045,,,,,0.939923742,,,,,6.572736069,,,,,1.643184017,,,,,3.417801277
1860528,,,,,539075035.5,,,,,82082825.95,,,,,0.79847107,,,,,0.939162768,,,,,6.567448151,,,,,1.641862038,,,,,3.404809479
1870528,,,,,542117621.1,,,,,82314801.66,,,,,0.800727643,,,,,0.941816953,,,,,6.585899902,,,,,1.646474976,,,,,3.450374551
1880528,,,,,542908038.8,,,,,82374882.38,,,,,0.801312085,,,,,0.942504375,,,,,6.590688047,,,,,1.647672012,,,,,3.462460612
1890528,,,,,542058047.7,,,,,82310273.41,,,,,0.800683593,,,,,0.941765142,,,,,6.585539023,,,,,1.646384756,,,,,3.449463632
1900528,,,,,544659357.1,,,,,82507937.79,,,,,0.802606399,,,,,0.944026748,,,,,6.601291914,,,,,1.650322978,,,,,3.489364808
1910528,,,,,545488883.2,,,,,82570830.59,,,,,0.803218196,,,,,0.944746345,,,,,6.606304145,,,,,1.651576036,,,,,3.502360088
1920528,,,,,545114894.7,,,,,82542475.62,,,,,0.80294237,,,,,0.944421918,,,,,6.604044401,,,,,1.6510111,,,,,3.496501218
1930528,,,,,547146993.8,,,,,82696543.24,,,,,0.804441082,,,,,0.946184705,,,,,6.616321836,,,,,1.654080459,,,,,3.528350331
1940528,,,,,547957038.4,,,,,82757927.11,,,,,0.805038201,,,,,0.946887038,,,,,6.62119399,,,,,1.655298498,,,,,3.541339049
1950528,,,,,548232405.9,,,,,82778794.01,,,,,0.805241187,,,,,0.94712579,,,,,6.622850235,,,,,1.655712559,,,,,3.545754446
1960528,,,,,547422361.2,,,,,82717410.13,,,,,0.804644067,,,,,0.946423457,,,,,6.617978081,,,,,1.65449452,,,,,3.532765729
1970528,,,,,550372601.2,,,,,82940974.47,,,,,0.806818818,,,,,0.948981401,,,,,6.635708134,,,,,1.658927033,,,,,3.580319343
1980528,,,,,551158825.6,,,,,83000553.16,,,,,0.807398377,,,,,0.94966308,,,,,6.640413023,,,,,1.660103256,,,,,3.593331181
1990528,,,,,550622074.9,,,,,82959879.15,,,,,0.807002715,,,,,0.949197702,,,,,6.637201023,,,,,1.659300256,,,,,3.584448077
2000528,,,,,552729272.1,,,,,83119548.5,,,,,0.808555919,,,,,0.951024582,,,,,6.64981001,,,,,1.662452502,,,,,3.619358632
2010528,,,,,553487283,,,,,83176844.18,,,,,0.80911327,,,,,0.951680139,,,,,6.654334671,,,,,1.663583668,,,,,3.632423671
2020528,,,,,553896520.2,,,,,83207777.14,,,,,0.809414175,,,,,0.952034063,,,,,6.656777459,,,,,1.664194365,,,,,3.639477264
2030528,,,,,553138509.3,,,,,83150481.47,,,,,0.808856824,,,,,0.951378506,,,,,6.652252797,,,,,1.663063199,,,,,3.626412225
2040528,,,,,555751378.2,,,,,83347893.9,,,,,0.810777178,,,,,0.95363723,,,,,6.667847622,,,,,1.666961905,,,,,3.67163312
2050528,,,,,556483852.4,,,,,83403037.91,,,,,0.811313598,,,,,0.954268168,,,,,6.67221544,,,,,1.66805386,,,,,3.684734986
2060528,,,,,556518430.3,,,,,83405641.09,,,,,0.811338921,,,,,0.954297953,,,,,6.672421632,,,,,1.668105408,,,,,3.685353486
2070528,,,,,555785956.1,,,,,83350497.09,,,,,0.810802501,,,,,0.953667015,,,,,6.668053813,,,,,1.667013453,,,,,3.67225162
2080528,,,,,558668502.6,,,,,83567328.79,,,,,0.812911759,,,,,0.956147927,,,,,6.68524504,,,,,1.67131126,,,,,3.724051208
2090528,,,,,559378316.5,,,,,83620448.27,,,,,0.813428485,,,,,0.956755701,,,,,6.689481829,,,,,1.672370457,,,,,3.737171922
2100528,,,,,559267580.6,,,,,83612161.26,,,,,0.813347872,,,,,0.956660884,,,,,6.688820861,,,,,1.672205215,,,,,3.735124999
2110528,,,,,558557766.7,,,,,83559041.78,,,,,0.812831146,,,,,0.95605311,,,,,6.684584072,,,,,1.671146018,,,,,3.722004284
2120528,,,,,561496921,,,,,83778744.86,,,,,0.814968335,,,,,0.958566875,,,,,6.702135238,,,,,1.675533809,,,,,3.77652847
2130528,,,,,562188439.7,,,,,83830071.79,,,,,0.815467624,,,,,0.959154139,,,,,6.706275871,,,,,1.676568968,,,,,3.789639739
2140528,,,,,562136764.6,,,,,83826236.28,,,,,0.815430314,,,,,0.959110255,,,,,6.705966454,,,,,1.676491613,,,,,3.788659973
2150528,,,,,561445245.8,,,,,83774909.36,,,,,0.814931025,,,,,0.95852299,,,,,6.701825821,,,,,1.675456455,,,,,3.775548704
2160528,,,,,564252455,,,,,83982970.16,,,,,0.816954963,,,,,0.960903549,,,,,6.7186489,,,,,1.679662225,,,,,3.828980809
2170528,,,,,564922121.3,,,,,84032053.14,,,,,0.817432424,,,,,0.961465139,,,,,6.722688222,,,,,1.680672055,,,,,3.842107134
2180528,,,,,565145217.3,,,,,84048404.88,,,,,0.817591487,,,,,0.96165223,,,,,6.724033901,,,,,1.681008475,,,,,3.846480104
2190528,,,,,564475551,,,,,83999321.91,,,,,0.817114026,,,,,0.96109064,,,,,6.71999458,,,,,1.679998645,,,,,3.833353779
2200528,,,,,566926790.3,,,,,84178897.71,,,,,0.818860873,,,,,0.963145283,,,,,6.734783414,,,,,1.683695853,,,,,3.88149099
2210528,,,,,567572985.6,,,,,84225788.82,,,,,0.819317012,,,,,0.963681794,,,,,6.738699296,,,,,1.684674824,,,,,3.894643771
